Index;Best Gen. Index;Best Fitness Score;Path;Corner;Duration
0;15;126;28;8;2,2755434;
1;16;124;27;9;2,4984618;
2;8;147;33;10;3,5518424;
3;7;117;26;9;2,6939769;
4;6;121;26;10;4,2619535;
5;14;124;28;10;3,8803981;
6;2;111;22;10;2,7593843;
7;5;108;22;10;4,2468928;
8;11;120;26;10;3,2805805;
9;15;123;26;9;2,5860124;
