Index;Best Gen. Index;Best Fitness Score;Path;Corner;Duration
0;19;108;22;10;3,2293511;
1;18;115;25;10;3,3303462;
2;3;120;24;10;3,2016779;
3;4;120;26;10;2,711672;
4;5;115;24;9;4,0717657;
5;9;120;25;9;2,7935611;
6;19;126;28;10;2,8398342;
7;5;130;30;9;4,2623956;
8;2;111;23;10;2,6366447;
